height,weight,label 
140,79,fat
168,41,thin
200,36,thin
153,39,thin
198,100,fat
174,98,fat
192,73,normal
147,36,thin
147,77,fat
177,67,normal
159,40,thin
175,44,thin
194,89,normal
192,55,thin
121,100,fat
200,80,normal
182,53,thin
144,84,fat
179,48,thin
183,41,thin
145,50,normal
154,52,normal
131,47,fat
125,59,fat
162,100,fat
134,35,normal
138,38,normal
147,58,fat
146,50,normal
169,51,thin
199,65,thin
130,68,fat
132,52,fat
133,65,fat
171,58,normal
124,84,fat
194,100,fat
185,61,thin
126,56,fat
179,73,normal
125,44,fat
126,57,fat
190,48,thin
147,69,fat
137,91,fat
180,68,normal
173,54,thin
134,59,fat
148,48,normal
131,94,fat
192,38,thin
199,65,thin
157,76,fat
191,84,normal
192,65,thin
159,63,normal
177,76,normal
184,83,normal
151,35,thin
191,64,thin
184,64,normal
171,88,fat
199,92,normal
184,90,fat
133,48,fat
171,57,normal
140,40,normal
122,57,fat
184,66,normal
152,38,thin
123,87,fat
175,37,thin
130,96,fat
181,92,fat
167,74,fat
178,44,thin
142,62,fat
151,36,thin
168,57,normal
173,79,fat
129,83,fat
141,53,fat
165,83,fat
135,51,fat
148,82,fat
160,90,fat
182,67,normal
134,36,normal
193,41,thin
145,52,normal
163,52,normal
159,68,fat
175,66,normal
169,81,fat
165,50,thin
174,77,fat
139,39,normal
133,86,fat
196,57,thin
171,72,normal
132,100,fat
160,90,fat
132,86,fat
135,50,fat
127,56,fat
174,64,normal
200,73,thin
153,99,fat
188,37,thin
168,74,fat
182,72,normal
160,57,normal
185,37,thin
144,89,fat
181,37,thin
184,53,thin
195,36,thin
128,42,fat
186,92,fat
127,98,fat
140,91,fat
124,76,fat
161,49,normal
135,37,normal
153,43,thin
165,64,normal
189,93,fat
169,98,fat
186,81,normal
126,64,fat
185,93,fat
193,49,thin
137,50,fat
139,48,normal
167,89,fat
156,49,normal
136,43,normal
147,74,fat
158,49,normal
152,63,fat
161,71,fat
160,91,fat
188,80,normal
197,100,fat
158,37,thin
171,53,thin
126,81,fat
153,71,fat
142,77,fat
152,69,fat
140,47,normal
142,38,normal
135,88,fat
145,81,fat
196,64,thin
121,61,fat
177,74,normal
156,60,normal
152,73,fat
142,66,fat
158,77,fat
157,85,fat
193,93,normal
191,69,normal
142,43,normal
184,99,fat
173,37,thin
124,82,fat
146,62,fat
151,57,normal
176,81,fat
166,45,thin
137,44,normal
189,86,normal
165,38,thin
179,96,fat
150,52,normal
157,64,fat
189,86,normal
181,97,fat
146,42,normal
156,72,fat
147,49,normal
135,75,fat
137,63,fat
131,50,fat
153,45,normal
181,76,normal
189,57,thin
134,89,fat
154,83,fat
157,99,fat
161,44,thin
121,62,fat
177,85,fat
198,39,thin
129,61,fat
196,83,normal
122,73,fat
182,99,fat
125,98,fat
192,41,thin
154,81,fat
152,63,fat
133,94,fat
198,88,normal
146,88,fat
192,69,normal
120,37,fat
179,37,thin
152,67,fat
156,50,normal
125,37,normal
145,44,normal
169,79,fat
130,62,fat
148,68,fat
129,46,fat
155,58,normal
165,62,normal
143,44,normal
132,75,fat
142,69,fat
163,43,thin
159,72,fat
152,79,fat
127,92,fat
167,63,normal
161,95,fat
170,61,normal
133,49,fat
136,79,fat
184,40,thin
130,71,fat
156,58,normal
189,62,thin
146,61,fat
128,79,fat
132,88,fat
165,48,thin
146,59,fat
177,73,normal
165,69,fat
156,52,normal
189,89,normal
187,85,normal
190,84,normal
148,84,fat
132,38,normal
194,68,thin
134,51,fat
195,42,thin
124,61,fat
174,61,normal
169,49,thin
137,71,fat
127,42,fat
138,55,fat
160,51,normal
170,36,thin
177,39,thin
158,42,thin
133,70,fat
121,89,fat
161,57,normal
184,66,normal
150,57,fat
173,78,fat
187,86,normal
184,93,fat
134,53,fat
193,35,thin
197,78,normal
129,87,fat
129,38,normal
178,61,normal
192,66,thin
160,54,normal
140,37,normal
170,84,fat
182,66,normal
129,61,fat
189,62,thin
152,86,fat
154,93,fat
194,51,thin
170,45,thin
192,55,thin
130,97,fat
158,50,normal
172,55,normal
194,91,normal
183,77,normal
195,37,thin
163,58,normal
182,45,thin
188,49,thin
183,46,thin
126,99,fat
190,78,normal
145,88,fat
154,60,fat
188,83,normal
130,75,fat
198,100,fat
151,66,fat
123,54,fat
122,84,fat
191,65,thin
144,37,thin
161,92,fat
128,86,fat
145,90,fat
184,48,thin
190,56,thin
160,55,normal
184,84,normal
168,100,fat
181,67,normal
127,56,fat
194,49,thin
131,79,fat
186,91,fat
151,41,thin
124,60,fat
193,51,thin
174,76,fat
128,36,normal
159,83,fat
123,89,fat
198,59,thin
173,69,normal
150,35,thin
183,98,fat
170,50,thin
169,63,normal
134,73,fat
191,47,thin
167,77,fat
147,97,fat
144,64,fat
124,75,fat
142,47,normal
180,99,fat
128,54,fat
138,82,fat
200,42,thin
132,95,fat
132,65,fat
165,69,fat
166,39,thin
189,49,thin
191,90,normal
158,38,thin
180,68,normal
172,70,normal
136,42,normal
161,35,thin
144,56,fat
130,58,fat
181,88,fat
165,83,fat
194,85,normal
174,91,fat
130,77,fat
132,50,fat
157,100,fat
172,92,fat
159,79,fat
200,54,thin
198,46,thin
186,55,thin
135,53,fat
178,54,thin
196,97,fat
164,74,fat
126,89,fat
132,90,fat
191,62,thin
172,37,thin
153,62,fat
165,55,normal
168,65,normal
152,71,fat
155,54,normal
178,78,normal
186,93,fat
191,60,thin
173,89,fat
173,45,thin
126,53,fat
170,75,fat
128,36,normal
169,50,thin
144,55,fat
154,55,normal
123,89,fat
130,56,fat
196,49,thin
197,40,thin
143,93,fat
180,41,thin
152,48,normal
146,56,fat
170,90,fat
166,41,thin
146,44,normal
199,70,thin
169,55,normal
146,96,fat
151,62,fat
150,41,thin
171,65,normal
172,76,fat
162,65,normal
183,96,fat
166,85,fat
150,81,fat
185,97,fat
193,93,normal
140,97,fat
180,58,thin
146,39,thin
152,59,fat
144,60,fat
145,99,fat
160,66,fat
161,79,fat
193,86,normal
171,40,thin
127,51,fat
186,37,thin
145,86,fat
156,66,fat
194,78,normal
147,41,normal
178,83,fat
149,72,fat
124,84,fat
198,49,thin
198,40,thin
153,55,normal
120,71,fat
188,43,thin
149,95,fat
194,62,thin
175,79,fat
150,73,fat
141,49,normal
162,46,thin
137,80,fat
132,46,fat
156,81,fat
148,54,normal
173,80,fat
133,73,fat
161,64,normal
188,89,fat
162,93,fat
151,53,normal
163,39,thin
152,58,fat
134,86,fat
175,88,fat
178,62,normal
168,46,thin
184,70,normal
138,59,fat
175,43,thin
125,65,fat
126,87,fat
151,37,thin
129,76,fat
120,75,fat
152,65,fat
156,94,fat
154,87,fat
150,61,fat
171,72,normal
127,93,fat
129,43,fat
142,81,fat
145,65,fat
150,86,fat
130,36,normal
181,73,normal
180,78,normal
149,57,fat
125,71,fat
193,52,thin
138,97,fat
134,47,fat
133,62,fat
120,100,fat
127,57,fat
188,53,thin
173,59,normal
172,35,thin
165,60,normal
141,71,fat
184,35,thin
149,64,fat
184,66,normal
134,48,fat
139,42,normal
136,62,fat
157,85,fat
141,91,fat
186,48,thin
120,99,fat
189,85,normal
175,74,normal
144,51,normal
168,41,thin
196,59,thin
155,58,normal
153,42,thin
166,56,normal
146,59,fat
198,98,normal
136,78,fat
148,83,fat
195,44,thin
132,62,fat
174,67,normal
151,40,thin
174,75,normal
192,64,thin
149,80,fat
190,64,thin
195,98,fat
146,57,fat
177,89,fat
149,59,fat
191,92,fat
169,100,fat
151,87,fat
120,50,fat
199,91,normal
166,88,fat
191,61,thin
168,60,normal
140,76,fat
127,90,fat
159,76,fat
138,64,fat
180,43,thin
176,71,normal
158,78,fat
164,62,normal
154,64,fat
199,99,normal
170,93,fat
167,55,normal
122,52,fat
124,96,fat
133,47,fat
163,79,fat
197,83,normal
148,60,fat
174,97,fat
127,99,fat
162,94,fat
172,79,fat
172,48,thin
150,59,fat
195,79,normal
199,61,thin
194,95,fat
165,94,fat
199,72,thin
157,47,normal
162,45,thin
154,57,normal
138,87,fat
157,42,thin
200,67,thin
193,53,thin
139,37,normal
194,60,thin
135,37,normal
194,71,normal
185,45,thin
184,80,normal
149,67,fat
143,37,thin
187,61,thin
190,67,normal
142,56,fat
156,73,fat
125,86,fat
179,61,normal
123,41,fat
171,86,fat
155,50,normal
151,49,normal
178,80,fat
153,64,fat
127,81,fat
128,51,fat
120,53,fat
167,89,fat
141,58,fat
198,75,normal
128,36,normal
174,75,normal
134,46,fat
133,98,fat
151,76,fat
175,66,normal
198,81,normal
164,91,fat
141,36,thin
178,86,fat
160,42,thin
136,86,fat
147,46,normal
174,52,thin
152,97,fat
177,94,fat
183,72,normal
151,82,fat
199,62,thin
156,84,fat
146,58,fat
132,95,fat
147,90,fat
130,65,fat
156,98,fat
189,60,thin
188,44,thin
121,56,fat
126,89,fat
186,47,thin
196,42,thin
143,73,fat
133,49,fat
122,50,fat
134,38,normal
167,43,thin
191,37,thin
139,58,fat
184,38,thin
120,56,fat
200,35,thin
181,90,fat
135,58,fat
175,81,fat
167,39,thin
161,43,thin
195,88,normal
157,62,fat
142,43,normal
172,85,fat
145,68,fat
191,60,thin
127,67,fat
137,77,fat
151,52,normal
200,41,thin
199,82,normal
180,51,thin
180,78,normal
190,96,fat
142,99,fat
154,59,normal
147,86,fat
123,36,normal
121,73,fat
178,40,thin
135,76,fat
146,71,fat
200,78,normal
166,92,fat
181,93,fat
135,36,normal
152,67,fat
136,40,normal
196,97,fat
158,55,normal
153,91,fat
190,73,normal
199,41,thin
186,36,thin
170,81,fat
152,67,fat
174,79,fat
163,45,thin
177,98,fat
122,42,fat
144,85,fat
159,38,thin
181,51,thin
173,45,thin
120,83,fat
168,99,fat
176,40,thin
167,67,normal
175,50,thin
134,49,fat
158,68,fat
183,96,fat
153,58,normal
199,93,normal
140,95,fat
179,49,thin
180,89,fat
190,86,normal
166,96,fat
175,37,thin
177,93,fat
187,63,thin
131,77,fat
154,84,fat
131,57,fat
180,84,fat
143,56,fat
158,63,fat
152,97,fat
195,56,thin
176,48,thin
149,37,thin
187,62,thin
173,87,fat
188,42,thin
198,77,normal
154,43,thin
135,91,fat
189,50,thin
193,62,thin
128,84,fat
176,52,thin
186,48,thin
161,78,fat
193,94,fat
175,91,fat
129,37,normal
135,99,fat
180,79,normal
186,72,normal
130,41,normal
148,46,normal
194,35,thin
131,56,fat
193,62,thin
195,74,normal
148,64,fat
171,70,normal
164,40,thin
171,51,thin
152,59,fat
184,73,normal
162,85,fat
123,95,fat
137,98,fat
154,89,fat
198,75,normal
171,98,fat
158,97,fat
160,93,fat
146,49,normal
196,39,thin
143,70,fat
172,61,normal
184,63,normal
160,66,fat
121,76,fat
150,66,fat
166,53,normal
142,77,fat
139,41,normal
144,77,fat
188,49,thin
166,51,normal
162,91,fat
141,57,fat
122,82,fat
181,71,normal
143,73,fat
165,41,thin
173,49,thin
141,90,fat
169,44,thin
131,67,fat
123,53,fat
161,82,fat
193,57,thin
156,39,thin
188,81,normal
138,38,normal
193,91,normal
147,41,normal
144,35,thin
175,49,thin
200,98,normal
158,63,fat
185,67,normal
126,82,fat
155,87,fat
132,47,fat
160,69,fat
183,88,fat
128,55,fat
139,93,fat
123,53,fat
123,48,fat
200,48,thin
136,70,fat
175,85,fat
195,98,fat
198,63,thin
189,85,normal
167,71,fat
141,41,normal
198,61,thin
140,39,normal
121,81,fat
189,77,normal
151,61,fat
145,86,fat
189,56,thin
130,35,normal
154,43,thin
131,65,fat
156,35,thin
147,70,fat
156,93,fat
183,75,normal
198,76,normal
149,56,fat
171,58,normal
123,96,fat
155,97,fat
161,45,thin
150,38,thin
192,73,normal
159,86,fat
176,77,normal
197,77,normal
167,98,fat
123,48,fat
162,69,fat
199,71,thin
191,51,thin
139,80,fat
183,70,normal
143,47,normal
121,84,fat
161,44,thin
164,53,normal
151,94,fat
174,42,thin
127,76,fat
143,79,fat
176,90,fat
192,91,normal
160,93,fat
158,65,fat
144,62,fat
166,44,thin
133,50,fat
178,61,normal
163,100,fat
171,82,fat
172,81,fat
133,87,fat
123,49,fat
154,50,normal
195,93,normal
121,45,fat
176,79,fat
179,100,fat
192,41,thin
144,98,fat
172,85,fat
158,99,fat
177,97,fat
174,91,fat
182,55,thin
164,82,fat
199,41,thin
171,67,normal
178,51,thin
197,54,thin
165,92,fat
147,51,normal
198,46,thin
175,61,normal
169,92,fat
135,75,fat
136,84,fat
128,70,fat
128,54,fat
145,39,normal
182,98,fat
126,85,fat
169,67,normal
187,98,fat
197,76,normal
171,52,thin
120,66,fat
157,44,thin
174,98,fat
149,57,fat
175,54,thin
191,67,thin
128,47,fat
140,100,fat
151,82,fat
196,40,thin
193,75,normal
144,69,fat
198,80,normal
191,92,fat
174,95,fat
139,67,fat
158,43,thin
143,60,fat
150,47,normal
137,53,fat
186,69,normal
181,78,normal
179,52,thin
174,44,thin
138,89,fat
186,38,thin
143,36,thin
142,80,fat
127,37,normal
136,43,normal
156,54,normal
147,97,fat
134,63,fat
128,43,fat
162,42,thin
168,84,fat
167,67,normal
190,48,thin
174,37,thin
167,83,fat
162,77,fat
156,88,fat
149,60,fat
175,53,thin
177,41,thin
181,63,normal
140,73,fat
139,50,fat
194,39,thin
147,53,normal
194,42,thin
135,40,normal
129,57,fat
156,66,fat
162,43,thin
121,87,fat
187,47,thin
172,80,fat
179,64,normal
188,65,thin
188,35,thin
174,66,normal
188,76,normal
138,57,fat
193,57,thin
132,59,fat
138,42,normal
190,54,thin
196,63,thin
196,99,fat
154,80,fat
181,75,normal
143,80,fat
139,70,fat
191,66,thin
133,49,fat
145,36,thin
174,54,thin
122,89,fat
149,98,fat
168,56,normal
190,75,normal
128,85,fat
160,96,fat
131,47,fat
200,64,thin
197,40,thin
120,66,fat
186,65,normal
168,40,thin
196,52,thin
141,74,fat
190,95,fat
132,67,fat
184,55,thin
189,47,thin
195,89,normal
199,95,normal
147,95,fat
122,73,fat
135,98,fat
122,91,fat
196,99,fat
180,79,normal
130,95,fat
177,37,thin
163,44,thin
167,56,normal
124,65,fat
179,35,thin
127,54,fat
133,39,normal
167,100,fat
143,78,fat
128,98,fat
154,99,fat
163,88,fat
183,74,normal
142,70,fat
146,92,fat
170,96,fat
194,35,thin
134,61,fat
143,47,normal
164,62,normal
128,66,fat
121,67,fat
124,41,fat
168,49,thin
190,67,normal
194,93,normal
176,58,normal
169,38,thin
140,99,fat
199,41,thin
141,46,normal
158,77,fat
154,38,thin
124,36,normal
122,59,fat
200,55,thin
161,90,fat
188,56,thin
167,49,thin
156,96,fat
124,77,fat
144,93,fat
137,90,fat
190,82,normal
142,42,normal
181,74,normal
140,46,normal
138,54,fat
160,59,normal
135,65,fat
169,88,fat
147,53,normal
145,87,fat
181,36,thin
183,98,fat
173,72,normal
187,74,normal
199,90,normal
151,49,normal
181,60,thin
134,37,normal
180,56,thin
192,39,thin
181,59,thin
141,63,fat
156,86,fat
150,89,fat
162,97,fat
181,36,thin
182,77,normal
121,70,fat
130,47,fat
137,53,fat
177,45,thin
199,90,normal
161,37,thin
162,41,thin
125,48,fat
134,60,fat
196,68,thin
135,47,fat
152,69,fat
159,90,fat
147,84,fat
191,68,normal
184,48,thin
165,73,fat
178,49,thin
156,80,fat
146,48,normal
197,77,normal
197,63,thin
198,44,thin
160,35,thin
190,57,thin
155,71,fat
191,75,normal
143,69,fat
187,70,normal
144,39,normal
164,83,fat
149,77,fat
148,66,fat
197,97,normal
191,93,fat
194,91,normal
142,80,fat
165,36,thin
163,51,normal
153,83,fat
174,35,thin
133,79,fat
193,40,thin
123,62,fat
159,63,normal
135,70,fat
125,58,fat
164,70,fat
136,44,normal
152,79,fat
199,37,thin
145,51,normal
147,81,fat
142,69,fat
163,60,normal
154,98,fat
172,58,normal
199,42,thin
145,48,normal
128,78,fat
183,35,thin
147,40,normal
180,64,normal
181,80,normal
188,44,thin
172,82,fat
191,82,normal
152,51,normal
184,89,fat
200,72,thin
147,74,fat
169,65,normal
147,94,fat
172,86,fat
122,37,normal
159,45,thin
165,63,normal
177,72,normal
189,61,thin
128,58,fat
127,43,fat
173,67,normal
173,36,thin
191,94,fat
146,86,fat
184,45,thin
200,86,normal
138,94,fat
147,69,fat
166,84,fat
173,73,normal
165,83,fat
145,41,normal
191,74,normal
171,68,normal
133,47,fat
169,74,fat
166,45,thin
140,66,fat
139,49,fat
168,43,thin
127,70,fat
157,93,fat
173,97,fat
170,55,normal
176,71,normal
197,55,thin
197,79,normal
125,98,fat
199,90,normal
135,65,fat
154,54,normal
178,36,thin
125,83,fat
188,62,thin
197,84,normal
171,86,fat
173,53,thin
196,96,normal
147,97,fat
150,67,fat
182,63,normal
140,51,fat
193,64,thin
182,56,thin
175,45,thin
138,90,fat
138,51,fat
149,77,fat
140,40,normal
192,89,normal
120,70,fat
196,65,thin
133,62,fat
133,45,fat
183,82,normal
146,97,fat
188,75,normal
183,79,normal
172,74,fat
157,91,fat
191,41,thin
135,40,normal
147,54,normal
179,88,fat
188,100,fat
138,51,fat
179,92,fat
146,63,fat
144,83,fat
141,51,fat
146,79,fat
167,56,normal
128,89,fat
169,60,normal
148,65,fat
148,91,fat
121,73,fat
175,72,normal
134,95,fat
197,97,normal
148,94,fat
128,94,fat
142,68,fat
147,39,thin
141,58,fat
143,71,fat
163,92,fat
186,71,normal
169,44,thin
166,49,thin
192,96,fat
179,78,normal
129,39,normal
148,70,fat
157,39,thin
128,90,fat
151,63,fat
163,94,fat
173,91,fat
162,76,fat
158,88,fat
146,48,normal
139,88,fat
144,71,fat
166,35,thin
195,62,thin
154,54,normal
154,62,fat
163,52,normal
163,79,fat
199,82,normal
159,98,fat
126,75,fat
154,85,fat
180,94,fat
135,80,fat
164,46,thin
195,97,fat
133,96,fat
181,36,thin
135,86,fat
189,92,fat
195,38,thin
137,40,normal
145,71,fat
152,47,normal
183,62,normal
133,59,fat
193,56,thin
195,66,thin
151,99,fat
187,74,normal
157,50,normal
146,94,fat
124,78,fat
183,78,normal
200,83,normal
193,64,thin
196,82,normal
153,46,normal
158,76,fat
193,37,thin
162,74,fat
172,69,normal
192,95,fat
137,63,fat
141,42,normal
178,70,normal
190,42,thin
149,74,fat
200,38,thin
134,86,fat
122,97,fat
185,65,normal
127,95,fat
157,89,fat
185,46,thin
199,51,thin
134,71,fat
195,61,thin
196,81,normal
198,96,normal
158,45,thin
154,56,normal
125,69,fat
137,98,fat
137,80,fat
121,66,fat
148,53,normal
186,61,thin
161,56,normal
158,97,fat
127,71,fat
197,40,thin
187,72,normal
148,82,fat
134,72,fat
153,55,normal
120,54,fat
186,73,normal
175,67,normal
174,84,fat
190,35,thin
176,35,thin
157,60,normal
138,66,fat
128,81,fat
146,83,fat
189,69,normal
179,97,fat
138,53,fat
165,66,normal
123,71,fat
181,42,thin
154,44,normal
157,79,fat
174,90,fat
168,92,fat
125,39,normal
157,54,normal
144,38,thin
128,83,fat
133,74,fat
129,69,fat
150,93,fat
165,86,fat
150,85,fat
183,74,normal
198,35,thin
192,84,normal
167,53,normal
158,98,fat
161,92,fat
178,44,thin
175,87,fat
192,82,normal
175,54,thin
126,52,fat
157,38,thin
130,55,fat
123,100,fat
162,83,fat
161,81,fat
200,47,thin
159,86,fat
139,68,fat
198,37,thin
133,91,fat
167,91,fat
123,38,fat
138,67,fat
186,87,fat
142,55,fat
195,67,thin
174,48,thin
178,71,normal
122,50,fat
130,35,normal
141,71,fat
164,94,fat
190,77,normal
179,74,normal
145,76,fat
196,55,thin
188,45,thin
172,90,fat
121,96,fat
186,45,thin
193,76,normal
120,83,fat
174,60,normal
199,56,thin
161,54,normal
187,90,fat
185,57,thin
191,38,thin
143,93,fat
124,97,fat
148,57,fat
170,36,thin
195,72,normal
120,65,fat
175,62,normal
200,66,thin
194,98,fat
187,91,fat
131,45,fat
183,55,thin
199,38,thin
136,86,fat
167,80,fat
141,35,thin
173,61,normal
139,48,normal
125,75,fat
187,92,fat
135,72,fat
184,51,thin
163,71,fat
175,87,fat
184,72,normal
182,61,thin
165,64,normal
130,88,fat
189,40,thin
130,49,fat
145,91,fat
123,77,fat
146,60,fat
150,46,normal
178,44,thin
192,58,thin
191,99,fat
121,81,fat
124,83,fat
135,78,fat
198,89,normal
199,66,thin
191,70,normal
141,63,fat
122,98,fat
133,68,fat
151,44,normal
175,48,thin
194,39,thin
191,97,fat
184,95,fat
173,73,normal
180,48,thin
170,62,normal
164,61,normal
164,89,fat
173,96,fat
125,84,fat
166,89,fat
183,72,normal
120,87,fat
169,93,fat
194,38,thin
162,92,fat
161,43,thin
136,79,fat
128,48,fat
129,70,fat
120,64,fat
175,38,thin
196,96,normal
148,95,fat
134,89,fat
166,35,thin
134,91,fat
172,84,fat
120,72,fat
131,63,fat
177,82,fat
140,49,fat
158,49,normal
133,67,fat
121,97,fat
176,73,normal
148,56,fat
131,100,fat
169,93,fat
121,67,fat
153,40,thin
139,88,fat
161,76,fat
121,60,fat
178,77,normal
120,38,fat
121,86,fat
181,52,thin
143,54,fat
150,66,fat
199,64,thin
133,37,normal
126,87,fat
178,68,normal
178,42,thin
146,76,fat
133,88,fat
137,45,normal
191,60,thin
125,85,fat
174,43,thin
159,98,fat
158,65,fat
169,77,fat
140,56,fat
168,42,thin
199,100,fat
180,100,fat
130,99,fat
180,41,thin
139,50,fat
167,44,thin
184,46,thin
143,72,fat
172,53,thin
144,86,fat
195,39,thin
140,91,fat
163,93,fat
186,77,normal
190,42,thin
172,61,normal
186,76,normal
197,100,fat
161,46,thin
175,63,normal
143,86,fat
172,98,fat
177,69,normal
130,86,fat
193,63,thin
141,92,fat
129,57,fat
123,51,fat
171,65,normal
167,70,fat
173,55,thin
123,56,fat
169,44,thin
177,37,thin
159,48,normal
180,64,normal
137,51,fat
155,80,fat
184,43,thin
155,60,normal
160,71,fat
195,77,normal
170,36,thin
173,87,fat
171,91,fat
166,85,fat
142,78,fat
181,62,normal
146,90,fat
139,95,fat
195,59,thin
180,39,thin
160,81,fat
166,92,fat
181,77,normal
153,68,fat
133,79,fat
153,63,fat
179,82,fat
146,83,fat
191,37,thin
195,100,fat
123,53,fat
144,76,fat
167,45,thin
120,71,fat
147,69,fat
160,97,fat
175,64,normal
143,43,normal
162,48,thin
126,57,fat
132,44,fat
150,35,thin
122,36,normal
135,80,fat
138,78,fat
165,86,fat
193,60,thin
191,69,normal
126,40,fat
179,50,thin
126,39,normal
193,99,fat
176,62,normal
184,65,normal
131,83,fat
164,72,fat
160,60,normal
130,54,fat
157,40,thin
181,78,normal
196,40,thin
177,61,normal
171,71,normal
181,66,normal
157,96,fat
135,47,fat
193,54,thin
124,70,fat
134,85,fat
125,61,fat
183,48,thin
195,41,thin
170,45,thin
149,63,fat
168,71,fat
163,84,fat
193,73,normal
127,42,fat
145,70,fat
147,72,fat
174,45,thin
157,40,thin
172,89,fat
188,87,normal
158,82,fat
142,59,fat
174,42,thin
188,60,thin
181,45,thin
174,96,fat
126,93,fat
148,39,thin
195,73,normal
149,76,fat
147,46,normal
168,43,thin
173,57,normal
121,99,fat
145,68,fat
171,52,thin
147,60,fat
174,75,normal
152,56,normal
198,88,normal
180,100,fat
171,81,fat
127,66,fat
136,48,fat
142,81,fat
158,46,thin
156,59,normal
126,72,fat
197,52,thin
125,44,fat
175,87,fat
200,50,thin
137,91,fat
180,51,thin
127,48,fat
177,63,normal
177,35,thin
147,38,thin
160,84,fat
184,96,fat
142,87,fat
123,55,fat
192,41,thin
172,63,normal
180,73,normal
144,68,fat
176,88,fat
168,93,fat
165,80,fat
174,100,fat
124,55,fat
167,78,fat
146,85,fat
198,63,thin
130,85,fat
142,74,fat
191,84,normal
176,80,fat
156,57,normal
168,46,thin
120,90,fat
195,51,thin
140,52,fat
175,63,normal
190,73,normal
127,61,fat
193,77,normal
140,51,fat
140,47,normal
166,90,fat
187,82,normal
128,54,fat
177,64,normal
184,42,thin
129,70,fat
156,74,fat
190,42,thin
153,93,fat
161,67,fat
145,36,thin
191,70,normal
174,68,normal
194,90,normal
182,44,thin
185,64,normal
198,95,normal
166,62,normal
150,85,fat
192,83,normal
144,47,normal
127,84,fat
126,53,fat
172,52,thin
197,86,normal
148,68,fat
138,49,fat
155,76,fat
130,43,fat
163,92,fat
130,53,fat
172,85,fat
143,64,fat
158,43,thin
175,93,fat
132,70,fat
199,62,thin
137,52,fat
143,78,fat
173,53,thin
186,81,normal
176,48,thin
131,59,fat
165,78,fat
126,44,fat
188,40,thin
152,87,fat
165,56,normal
193,44,thin
176,82,fat
120,40,fat
134,41,normal
188,55,thin
124,44,fat
190,52,thin
179,84,fat
155,79,fat
151,60,fat
143,79,fat
175,90,fat
160,40,thin
195,87,normal
126,69,fat
167,73,fat
180,84,fat
190,97,fat
178,38,thin
148,46,normal
186,89,fat
200,41,thin
174,67,normal
195,38,thin
170,77,fat
175,53,thin
122,58,fat
170,87,fat
194,46,thin
130,56,fat
187,37,thin
142,90,fat
133,72,fat
173,90,fat
173,78,fat
169,99,fat
180,55,thin
134,73,fat
172,70,normal
151,91,fat
134,88,fat
152,86,fat
125,61,fat
127,37,normal
124,95,fat
174,86,fat
136,96,fat
182,67,normal
140,67,fat
138,84,fat
129,97,fat
165,60,normal
131,85,fat
124,66,fat
182,41,thin
177,71,normal
175,99,fat
160,55,normal
187,97,fat
163,73,fat
128,66,fat
168,93,fat
180,46,thin
145,42,normal
144,90,fat
185,98,fat
157,76,fat
142,38,normal
189,69,normal
140,45,normal
129,81,fat
183,66,normal
190,70,normal
157,88,fat
191,57,thin
126,99,fat
173,73,normal
122,75,fat
186,94,fat
190,39,thin
138,68,fat
185,88,fat
198,38,thin
179,77,normal
199,42,thin
176,72,normal
168,62,normal
140,41,normal
152,54,normal
142,96,fat
175,80,fat
136,58,fat
175,84,fat
193,68,thin
157,50,normal
146,72,fat
128,92,fat
198,47,thin
174,78,fat
136,70,fat
135,77,fat
167,66,normal
191,35,thin
139,61,fat
143,51,normal
178,99,fat
191,89,normal
190,48,thin
156,62,fat
133,96,fat
195,75,normal
169,35,thin
125,83,fat
170,80,fat
184,47,thin
140,84,fat
122,65,fat
140,94,fat
189,84,normal
186,40,thin
187,64,thin
142,50,normal
198,62,thin
130,42,normal
183,51,thin
138,87,fat
148,43,normal
143,69,fat
193,84,normal
160,70,fat
171,47,thin
187,96,fat
130,94,fat
154,97,fat
187,57,thin
131,73,fat
134,75,fat
150,66,fat
152,60,fat
189,90,fat
139,71,fat
149,70,fat
194,38,thin
144,53,fat
162,79,fat
127,42,fat
127,78,fat
144,35,thin
143,52,fat
172,100,fat
182,74,normal
166,46,thin
196,93,normal
196,45,thin
181,72,normal
193,35,thin
140,46,normal
172,54,thin
133,67,fat
181,75,normal
125,70,fat
155,63,fat
193,63,thin
130,68,fat
161,41,thin
143,94,fat
126,60,fat
166,99,fat
172,63,normal
181,68,normal
167,42,thin
177,44,thin
191,51,thin
133,55,fat
187,80,normal
153,55,normal
171,39,thin
155,87,fat
183,83,normal
177,50,thin
155,69,fat
162,47,thin
124,82,fat
192,51,thin
182,64,normal
189,52,thin
190,89,normal
171,55,normal
164,35,thin
142,98,fat
190,69,normal
131,60,fat
194,49,thin
143,99,fat
143,79,fat
151,82,fat
174,37,thin
157,42,thin
135,91,fat
171,94,fat
190,52,thin
155,72,fat
185,91,fat
158,56,normal
147,44,normal
123,74,fat
195,91,normal
136,86,fat
149,66,fat
126,62,fat
171,41,thin
141,74,fat
157,97,fat
173,47,thin
140,57,fat
192,46,thin
168,70,normal
121,88,fat
125,52,fat
130,43,fat
178,73,normal
198,82,normal
170,68,normal
137,70,fat
140,96,fat
199,89,normal
169,63,normal
126,57,fat
190,86,normal
176,54,thin
194,92,normal
150,68,fat
122,43,fat
148,91,fat
169,91,fat
141,36,thin
136,78,fat
122,83,fat
134,98,fat
